run_name,method,tier,owner,category,dataset,split,seed,config_hash,git_sha,dirty,resolution,n_train,n_validation,n_test,image_auroc,image_aupr,f1max_oracle,fpr_at_op1,recall_at_op1,pixel_auroc,aupro_005,aupro_030,segf1_3sigma,iou_3sigma,threshold_op1,threshold_3sigma,threshold_source,oracle_flag,fit_seconds,predict_seconds,latency_per_image_ms,escape_by_defect,fit_extra,notes
pixel_pca-synth_strip-s1,pixel_pca,T0,own,synth_strip,synthetic,test_public,1,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.5333333333333333,0.7044973544973544,0.75,0.0,0.16666666666666666,0.9852618327968051,0.8461146912863939,0.9593274415809357,0.27016885553470915,0.1561822125813449,0.17660334706306458,0.281788613284902,validation,False,0.034145899990107864,0.03746140000293963,3.405581818449057,pit=1.000;scratch=0.667,explained_variance_ratio=1.0;n_components=11;normalizer_bounds=0.04619..0.2816;oracle_f1max_threshold=0.0633849,
pixel_pca-synth_strip-s2,pixel_pca,T0,own,synth_strip,synthetic,test_public,2,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.5333333333333333,0.7044973544973544,0.75,0.0,0.16666666666666666,0.9852618327968051,0.8461146912863939,0.9593274415809357,0.27016885553470915,0.1561822125813449,0.17660334706306458,0.281788613284902,validation,False,0.03353859999333508,0.03853039999376051,3.50276363579641,pit=1.000;scratch=0.667,explained_variance_ratio=1.0;n_components=11;normalizer_bounds=0.04619..0.2816;oracle_f1max_threshold=0.0633849,
random-synth_blob-s0,random,T0,own,synth_blob,synthetic,test_public,0,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.3333333333333333,0.4890572390572391,0.7058823529411765,0.4,0.0,0.5786893568418652,0.004790577111278063,0.17871581292160443,0.0,0.0,0.837145348474503,0.5312778406323748,validation,False,0.04754670000693295,0.05557969999790657,5.052699999809689,bubble=1.000;contamination=1.000,normalizer_bounds=0.4513..0.538;oracle_f1max_threshold=0.0263439;seed=0,
random-synth_blob-s1,random,T0,own,synth_blob,synthetic,test_public,1,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.7333333333333333,0.8107142857142856,0.7692307692307693,0.0,0.16666666666666666,0.5034935831785705,0.007739158695857628,0.11897093106413875,0.0,0.0,0.9793179008936581,0.5316534954920894,validation,False,0.04426299998885952,0.055790499987779185,5.071863635252654,bubble=1.000;contamination=0.667,normalizer_bounds=0.461..0.5481;oracle_f1max_threshold=0.534571;seed=1,
random-synth_blob-s2,random,T0,own,synth_blob,synthetic,test_public,2,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.36666666666666664,0.5194805194805194,0.7058823529411765,0.2,0.0,0.5777477694538921,0.014944524516105116,0.1828125054604114,0.0,0.0,0.8503274555926028,0.5320158996598748,validation,False,0.05510559999675024,0.05772370001068339,5.2476090918803076,bubble=1.000;contamination=1.000,normalizer_bounds=0.4571..0.544;oracle_f1max_threshold=0.0195238;seed=2,
mean_intensity-synth_blob-s0,mean_intensity,T0,own,synth_blob,synthetic,test_public,0,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.6666666666666666,0.8168350168350168,0.7272727272727273,0.0,0.0,0.5684730502726906,0.04625658331259849,0.274041056616742,0.0,0.0,2.342742072674766,3.2886292646542876,validation,False,0.04000220001034904,0.05250299999897834,4.772999999907122,bubble=1.000;contamination=1.000,normalizer_bounds=0.01284..2.343;oracle_f1max_threshold=0.479059;train_mean=1.6258691847324371;train_std=0.07597786717802081,
mean_intensity-synth_blob-s1,mean_intensity,T0,own,synth_blob,synthetic,test_public,1,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.6666666666666666,0.8168350168350168,0.7272727272727273,0.0,0.0,0.5684730502726906,0.04625658331259849,0.274041056616742,0.0,0.0,2.342742072674766,3.2886292646542876,validation,False,0.04685450000397395,0.055703099991660565,5.0639181810600515,bubble=1.000;contamination=1.000,normalizer_bounds=0.01284..2.343;oracle_f1max_threshold=0.479059;train_mean=1.6258691847324371;train_std=0.07597786717802081,
mean_intensity-synth_blob-s2,mean_intensity,T0,own,synth_blob,synthetic,test_public,2,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.6666666666666666,0.8168350168350168,0.7272727272727273,0.0,0.0,0.5684730502726906,0.04625658331259849,0.274041056616742,0.0,0.0,2.342742072674766,3.2886292646542876,validation,False,0.0506496000016341,0.05072610000206623,4.611463636551476,bubble=1.000;contamination=1.000,normalizer_bounds=0.01284..2.343;oracle_f1max_threshold=0.479059;train_mean=1.6258691847324371;train_std=0.07597786717802081,
histogram-synth_blob-s0,histogram,T0,own,synth_blob,synthetic,test_public,0,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.9333333333333333,0.9583333333333333,0.9090909090909091,0.0,0.16666666666666666,0.6637285312097184,0.04580074115135091,0.27633324575540513,0.0,0.0,0.10402801194513805,0.13339732563148027,validation,False,0.0768549000058556,0.08456050000677351,7.687318182433955,bubble=0.667;contamination=1.000,bins=64;normalizer_bounds=0.03372..0.104;oracle_f1max_threshold=0.0615939,
histogram-synth_blob-s1,histogram,T0,own,synth_blob,synthetic,test_public,1,1c6f9255413aee1c,f33efc9ba673,True,256,12,5,11,0.9333333333333333,0.9583333333333333,0.9090909090909091,0.0,0.16666666666666666,0.6637285312097184,0.04580074115135091,0.27633324575540513,0.0,0.0,0.10402801194513805,0.13339732563148027,validation,False,0.08578760000818875,0.09417280000343453,8.561163636675866,bubble=0.667;contamination=1.000,bins=64;normalizer_bounds=0.03372..0.104;oracle_f1max_threshold=0.0615939,
